freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.372e+01,4.441e+02,4.171e+02,8.749e+02
1.5,5.435e+01,3.299e+02,2.028e+03,2.412e+03
3.0,6.984e+01,7.579e+01,2.276e+03,2.422e+03
4.4,5.792e+01,2.862e+02,1.818e+03,2.162e+03
5.9,5.978e+01,1.107e+03,2.473e+03,3.640e+03
7.4,6.721e+01,1.887e+03,2.123e+03,4.077e+03
8.9,7.049e+01,2.737e+03,2.044e+03,4.851e+03
10.3,6.678e+01,3.907e+03,2.271e+03,6.245e+03
11.8,8.252e+01,5.536e+03,2.294e+03,7.912e+03
13.3,8.206e+01,7.963e+03,1.494e+03,9.539e+03
14.8,1.353e+02,1.139e+04,1.767e+03,1.329e+04
16.2,2.214e+02,1.110e+04,2.081e+03,1.340e+04
17.7,1.572e+02,1.079e+04,2.217e+03,1.317e+04
19.2,1.079e+02,1.477e+04,2.726e+03,1.761e+04
20.7,1.056e+02,1.991e+04,2.522e+03,2.254e+04
22.1,1.183e+02,2.592e+04,2.011e+03,2.805e+04
23.6,8.915e+01,3.413e+04,2.361e+03,3.658e+04
25.1,7.759e+01,4.480e+04,2.501e+03,4.738e+04
26.6,7.373e+01,6.194e+04,2.706e+03,6.472e+04
28.1,7.654e+01,8.594e+04,2.328e+03,8.835e+04
29.5,7.505e+01,1.203e+05,2.385e+03,1.228e+05
31.0,7.106e+01,1.858e+05,2.610e+03,1.885e+05
32.5,6.984e+01,2.629e+05,2.978e+03,2.659e+05
34.0,8.783e+01,2.865e+05,3.629e+03,2.902e+05
35.4,1.595e+02,3.310e+05,5.520e+03,3.366e+05
36.9,3.017e+02,5.060e+05,1.304e+04,5.193e+05
38.4,1.299e+03,8.752e+05,3.611e+04,9.126e+05
39.9,2.771e+03,1.206e+06,6.962e+04,1.278e+06
41.3,2.270e+03,1.031e+06,7.351e+04,1.107e+06
42.8,1.669e+03,7.519e+05,6.974e+04,8.233e+05
44.3,1.513e+03,6.303e+05,8.349e+04,7.153e+05
45.8,1.476e+03,5.426e+05,9.897e+04,6.430e+05
47.2,1.618e+03,4.632e+05,9.179e+04,5.566e+05
48.7,2.477e+03,4.109e+05,6.373e+04,4.771e+05
50.2,3.123e+03,3.567e+05,6.308e+04,4.229e+05
51.7,3.833e+03,2.866e+05,7.443e+04,3.649e+05
53.2,4.291e+03,2.152e+05,6.979e+04,2.892e+05
54.6,5.432e+03,1.728e+05,7.531e+04,2.536e+05
56.1,5.998e+03,1.559e+05,1.207e+05,2.825e+05
57.6,4.566e+03,1.322e+05,1.838e+05,3.206e+05
59.1,3.654e+03,1.074e+05,2.166e+05,3.277e+05
60.5,3.951e+03,8.732e+04,2.180e+05,3.093e+05
62.0,4.554e+03,6.819e+04,1.987e+05,2.714e+05
63.5,5.270e+03,5.509e+04,1.706e+05,2.309e+05
65.0,6.900e+03,4.746e+04,1.353e+05,1.897e+05
66.4,7.136e+03,4.858e+04,9.874e+04,1.545e+05
67.9,5.699e+03,5.153e+04,7.708e+04,1.343e+05
69.4,4.106e+03,5.410e+04,6.123e+04,1.194e+05
70.9,2.878e+03,5.446e+04,4.821e+04,1.055e+05
72.3,2.079e+03,5.187e+04,3.849e+04,9.244e+04
73.8,1.554e+03,4.639e+04,3.165e+04,7.959e+04
75.3,1.180e+03,4.241e+04,2.657e+04,7.016e+04
76.8,8.044e+02,4.284e+04,2.229e+04,6.593e+04
78.3,1.196e+03,4.269e+04,1.783e+04,6.171e+04
79.7,1.997e+03,4.141e+04,1.492e+04,5.833e+04
81.2,2.072e+03,4.295e+04,1.517e+04,6.019e+04
82.7,1.976e+03,4.536e+04,1.478e+04,6.212e+04
84.2,2.392e+03,4.394e+04,1.274e+04,5.908e+04
85.6,2.809e+03,4.000e+04,1.239e+04,5.520e+04
87.1,3.108e+03,3.348e+04,1.271e+04,4.930e+04
88.6,3.917e+03,2.671e+04,1.260e+04,4.322e+04
90.1,5.361e+03,2.119e+04,1.173e+04,3.828e+04
91.5,6.664e+03,1.470e+04,9.699e+03,3.106e+04
93.0,7.434e+03,1.003e+04,8.057e+03,2.552e+04
94.5,9.405e+03,7.841e+03,7.526e+03,2.477e+04
96.0,9.992e+03,7.179e+03,6.860e+03,2.403e+04
97.5,9.145e+03,6.289e+03,6.951e+03,2.238e+04
98.9,8.501e+03,5.704e+03,6.844e+03,2.105e+04
100.4,9.393e+03,5.620e+03,7.511e+03,2.252e+04
101.9,8.776e+03,6.273e+03,9.409e+03,2.446e+04
103.4,7.694e+03,6.730e+03,1.050e+04,2.493e+04
104.8,7.562e+03,6.760e+03,1.106e+04,2.538e+04
106.3,6.108e+03,6.963e+03,1.050e+04,2.357e+04
107.8,4.762e+03,7.042e+03,9.842e+03,2.165e+04
109.3,3.696e+03,7.430e+03,9.338e+03,2.046e+04
110.7,9.159e+03,8.634e+03,1.446e+04,3.226e+04
112.2,2.726e+04,1.071e+04,3.055e+04,6.852e+04
113.7,7.833e+03,1.062e+04,1.421e+04,3.266e+04
115.2,9.007e+02,1.003e+04,8.142e+03,1.908e+04
116.6,8.086e+02,9.524e+03,8.324e+03,1.866e+04
118.1,7.040e+02,9.713e+03,8.117e+03,1.853e+04
119.6,6.153e+02,1.202e+04,6.760e+03,1.940e+04
121.1,8.562e+02,1.023e+04,5.463e+03,1.654e+04
122.6,8.878e+02,7.387e+03,4.405e+03,1.268e+04
124.0,8.845e+02,7.349e+03,4.309e+03,1.254e+04
125.5,9.953e+02,7.534e+03,4.395e+03,1.292e+04
127.0,8.588e+02,8.736e+03,4.271e+03,1.387e+04
128.5,7.426e+02,9.150e+03,5.431e+03,1.532e+04
129.9,8.431e+02,8.207e+03,4.673e+03,1.372e+04
131.4,9.720e+02,7.252e+03,4.524e+03,1.275e+04
132.9,9.985e+02,4.798e+03,3.461e+03,9.258e+03
134.4,8.975e+02,1.890e+03,1.655e+03,4.442e+03
135.8,7.731e+02,1.318e+03,1.407e+03,3.498e+03
137.3,7.361e+02,1.125e+03,1.761e+03,3.622e+03
138.8,7.127e+02,1.063e+03,1.745e+03,3.521e+03
140.3,6.757e+02,1.109e+03,1.462e+03,3.247e+03
141.7,6.406e+02,1.431e+03,2.062e+03,4.134e+03
143.2,6.376e+02,1.702e+03,2.343e+03,4.683e+03
144.7,6.358e+02,1.596e+03,2.026e+03,4.258e+03
146.2,5.978e+02,1.584e+03,1.814e+03,3.996e+03
147.7,6.200e+02,1.926e+03,1.898e+03,4.444e+03
149.1,7.077e+02,2.507e+03,2.256e+03,5.471e+03
150.6,7.616e+02,2.896e+03,2.117e+03,5.774e+03
152.1,7.316e+02,2.808e+03,1.448e+03,4.987e+03
153.6,7.142e+02,2.807e+03,1.365e+03,4.886e+03
155.0,5.450e+02,2.775e+03,1.494e+03,4.814e+03
156.5,4.900e+02,2.782e+03,1.841e+03,5.113e+03
158.0,5.376e+02,2.952e+03,2.352e+03,5.842e+03
159.5,6.121e+02,3.344e+03,2.065e+03,6.021e+03
160.9,7.879e+02,3.714e+03,2.320e+03,6.821e+03
162.4,1.091e+03,4.022e+03,2.535e+03,7.649e+03
163.9,1.237e+03,3.939e+03,2.634e+03,7.810e+03
165.4,1.437e+03,3.544e+03,2.071e+03,7.052e+03
166.8,1.863e+03,3.858e+03,1.792e+03,7.512e+03
168.3,1.984e+03,3.505e+03,2.004e+03,7.493e+03
169.8,1.879e+03,2.978e+03,2.441e+03,7.298e+03
171.3,1.858e+03,2.400e+03,2.393e+03,6.651e+03
172.8,1.968e+03,1.781e+03,3.073e+03,6.822e+03
174.2,2.050e+03,1.764e+03,2.620e+03,6.435e+03
175.7,2.294e+03,2.070e+03,2.411e+03,6.774e+03
177.2,2.504e+03,2.201e+03,2.549e+03,7.253e+03
178.7,2.566e+03,2.193e+03,2.945e+03,7.704e+03
180.1,2.542e+03,2.249e+03,3.068e+03,7.859e+03
181.6,2.726e+03,2.427e+03,2.584e+03,7.736e+03
183.1,2.862e+03,2.399e+03,2.646e+03,7.907e+03
184.6,2.932e+03,2.344e+03,2.531e+03,7.807e+03
186.0,2.968e+03,2.247e+03,2.206e+03,7.421e+03
187.5,2.956e+03,2.184e+03,2.541e+03,7.681e+03
189.0,2.646e+03,2.177e+03,2.951e+03,7.773e+03
190.5,2.491e+03,2.409e+03,2.701e+03,7.602e+03
191.9,2.562e+03,2.871e+03,3.083e+03,8.517e+03
193.4,3.016e+03,3.277e+03,3.193e+03,9.486e+03
194.9,3.268e+03,3.219e+03,3.137e+03,9.624e+03
196.4,3.313e+03,2.716e+03,3.096e+03,9.125e+03
197.9,3.673e+03,2.045e+03,2.708e+03,8.427e+03
199.3,4.155e+03,1.814e+03,2.569e+03,8.538e+03
