freq,psd_x,psd_y,psd_z,psd_xyz
93.0,1.205e+03,2.349e+03,5.556e+03,9.110e+03
94.5,1.215e+03,3.545e+03,7.872e+03,1.263e+04
96.0,7.144e+02,3.566e+03,8.461e+03,1.274e+04
97.5,4.983e+02,4.016e+03,9.020e+03,1.353e+04
99.0,5.295e+02,4.771e+03,9.077e+03,1.438e+04
100.4,4.688e+02,5.390e+03,9.245e+03,1.510e+04
101.9,5.563e+02,5.394e+03,8.346e+03,1.430e+04
103.4,8.029e+02,5.949e+03,7.335e+03,1.409e+04
104.9,7.419e+02,6.892e+03,7.759e+03,1.539e+04
106.3,6.614e+02,7.270e+03,7.410e+03,1.534e+04
107.8,6.162e+02,7.385e+03,7.537e+03,1.554e+04
109.3,5.008e+02,7.330e+03,6.603e+03,1.443e+04
110.8,5.056e+02,7.115e+03,6.623e+03,1.424e+04
112.2,5.522e+02,6.952e+03,6.108e+03,1.361e+04
113.7,5.579e+02,6.681e+03,5.476e+03,1.271e+04
115.2,5.701e+02,6.273e+03,5.882e+03,1.273e+04
116.7,5.140e+02,5.874e+03,5.548e+03,1.194e+04
118.2,4.579e+02,5.400e+03,4.882e+03,1.074e+04
119.6,3.841e+02,5.006e+03,4.448e+03,9.838e+03
121.1,3.047e+02,4.119e+03,4.301e+03,8.724e+03
122.6,3.165e+02,3.771e+03,4.048e+03,8.135e+03
124.1,4.169e+02,3.970e+03,3.873e+03,8.260e+03
125.5,3.416e+02,3.943e+03,3.729e+03,8.013e+03
127.0,3.247e+02,3.767e+03,4.198e+03,8.290e+03
128.5,2.988e+02,3.580e+03,3.861e+03,7.740e+03
130.0,3.232e+02,3.249e+03,3.116e+03,6.688e+03
131.4,3.375e+02,2.888e+03,3.035e+03,6.261e+03
132.9,3.466e+02,2.051e+03,2.461e+03,4.859e+03
134.4,3.625e+02,9.739e+02,1.873e+03,3.210e+03
135.9,4.292e+02,7.831e+02,2.273e+03,3.485e+03
137.4,4.937e+02,9.382e+02,1.836e+03,3.268e+03
138.8,5.436e+02,1.192e+03,2.772e+03,4.508e+03
140.3,5.451e+02,1.053e+03,2.397e+03,3.995e+03
141.8,4.756e+02,8.802e+02,2.217e+03,3.572e+03
143.3,3.958e+02,6.850e+02,1.889e+03,2.970e+03
144.7,4.196e+02,5.550e+02,2.305e+03,3.279e+03
146.2,4.414e+02,5.063e+02,2.188e+03,3.135e+03
147.7,4.546e+02,4.989e+02,2.241e+03,3.194e+03
149.2,5.561e+02,4.752e+02,2.242e+03,3.273e+03
150.6,5.825e+02,5.870e+02,2.967e+03,4.137e+03
152.1,6.098e+02,6.185e+02,3.165e+03,4.393e+03
153.6,6.424e+02,6.855e+02,2.568e+03,3.896e+03
155.1,6.683e+02,7.180e+02,2.488e+03,3.875e+03
156.6,6.880e+02,7.911e+02,2.101e+03,3.580e+03
158.0,6.799e+02,1.151e+03,2.282e+03,4.113e+03
159.5,6.643e+02,1.617e+03,2.504e+03,4.785e+03
161.0,5.312e+02,2.010e+03,2.833e+03,5.374e+03
162.5,4.516e+02,2.170e+03,3.143e+03,5.765e+03
163.9,5.369e+02,2.411e+03,2.940e+03,5.887e+03
165.4,6.922e+02,2.263e+03,3.430e+03,6.386e+03
166.9,8.776e+02,2.137e+03,3.097e+03,6.112e+03
168.4,9.301e+02,1.701e+03,2.509e+03,5.140e+03
169.8,8.959e+02,1.362e+03,2.703e+03,4.961e+03
171.3,9.908e+02,1.269e+03,2.306e+03,4.566e+03
172.8,1.105e+03,1.188e+03,2.759e+03,5.052e+03
174.3,1.133e+03,1.174e+03,2.772e+03,5.079e+03
175.8,1.083e+03,1.321e+03,2.946e+03,5.349e+03
177.2,1.089e+03,1.528e+03,2.870e+03,5.488e+03
178.7,1.162e+03,1.533e+03,2.308e+03,5.003e+03
180.2,1.356e+03,1.555e+03,3.416e+03,6.328e+03
181.7,1.691e+03,1.619e+03,2.977e+03,6.287e+03
183.1,2.076e+03,1.409e+03,3.310e+03,6.795e+03
184.6,2.346e+03,1.317e+03,3.578e+03,7.241e+03
186.1,2.550e+03,1.359e+03,3.510e+03,7.420e+03
187.6,3.236e+03,1.649e+03,2.941e+03,7.826e+03
189.0,2.762e+03,1.590e+03,2.759e+03,7.111e+03
190.5,1.856e+03,1.290e+03,2.902e+03,6.049e+03
192.0,1.589e+03,1.509e+03,2.723e+03,5.821e+03
193.5,1.454e+03,1.888e+03,2.652e+03,5.993e+03
195.0,1.324e+03,1.796e+03,2.887e+03,6.007e+03
196.4,1.263e+03,1.492e+03,3.402e+03,6.157e+03
197.9,1.246e+03,1.316e+03,3.340e+03,5.902e+03
199.4,1.051e+03,1.653e+03,3.284e+03,5.988e+03
