#time,accel_x,accel_y,accel_z
2606.749748,383.047749,-518.144159,9030.512492
2606.750076,229.828649,-222.061783,9252.574275
2606.750405,536.266849,-296.082377,9178.553681
2606.750734,383.047749,-0.000000,9326.594869
2606.751063,612.876398,-222.061783,9178.553681
2606.751392,766.095498,-222.061783,9178.553681
2606.751721,459.657299,-222.061783,9400.615463
2606.752050,76.609550,-444.123565,9178.553681
2606.752379,536.266849,-148.041188,8956.491898
2606.752708,76.609550,-0.000000,8956.491898
2606.753037,229.828649,-74.020594,9178.553681
2606.753366,76.609550,-0.000000,9326.594869
2606.753695,459.657299,-370.102971,8882.471304
2606.754024,383.047749,-370.102971,8882.471304
2606.754353,383.047749,-148.041188,9104.533087
2606.754681,229.828649,-0.000000,8956.491898
2606.755010,459.657299,-74.020594,8956.491898
2606.755339,612.876398,-0.000000,8734.430116
2606.755668,383.047749,-0.000000,9030.512492
2606.755997,383.047749,-0.000000,8808.450710
2606.756326,229.828649,-74.020594,9178.553681
2606.756655,229.828649,-296.082377,8956.491898
2606.756984,306.438199,-0.000000,8956.491898
2606.757313,459.657299,-74.020594,8808.450710
2606.757642,306.438199,-0.000000,8808.450710
2606.757971,229.828649,-222.061783,9030.512492
2606.758300,383.047749,-296.082377,9178.553681
2606.758629,459.657299,-370.102971,9030.512492
2606.758958,0.000000,-296.082377,9252.574275
2606.759287,459.657299,-222.061783,9104.533087
2606.759615,306.438199,-296.082377,9030.512492
2606.759944,229.828649,-148.041188,9178.553681
2606.760273,153.219100,-148.041188,9326.594869
2606.760602,306.438199,-370.102971,9474.636058
2606.760931,459.657299,-518.144159,9474.636058
2606.761260,459.657299,-592.164754,9178.553681
2606.761589,383.047749,-0.000000,9326.594869
2606.761918,229.828649,-370.102971,9400.615463
2606.762247,306.438199,-296.082377,9178.553681
2606.762576,536.266849,-0.000000,9178.553681
2606.762905,536.266849,222.061783,9474.636058
2606.763234,383.047749,-518.144159,9030.512492
2606.763563,229.828649,-222.061783,9474.636058
2606.763892,536.266849,-222.061783,9104.533087
2606.764220,383.047749,-74.020594,8956.491898
2606.764549,459.657299,-0.000000,8882.471304
2606.764878,306.438199,148.041188,9326.594869
2606.765207,536.266849,-0.000000,9252.574275
2606.765536,459.657299,-74.020594,9252.574275
2606.765865,306.438199,-0.000000,8956.491898
2606.766194,229.828649,-0.000000,9178.553681
2606.766523,153.219100,-222.061783,8882.471304
2606.766852,306.438199,-74.020594,8882.471304
2606.767181,459.657299,-0.000000,9030.512492
2606.767510,459.657299,-74.020594,9178.553681
2606.767839,306.438199,-222.061783,9104.533087
2606.768168,536.266849,-74.020594,9400.615463
2606.768497,229.828649,-148.041188,8956.491898
2606.768826,536.266849,-0.000000,9030.512492
2606.769154,0.000000,148.041188,9030.512492
2606.769483,536.266849,-296.082377,9178.553681
2606.769812,76.609550,-0.000000,8956.491898
2606.770141,229.828649,-370.102971,9326.594869
2606.770470,76.609550,-370.102971,8956.491898
2606.770799,306.438199,-222.061783,9030.512492
2606.771128,306.438199,-370.102971,9178.553681
2606.771457,306.438199,-222.061783,9104.533087
2606.771786,229.828649,-222.061783,9252.574275
2606.772115,536.266849,-296.082377,9326.594869
2606.772444,919.314598,-444.123565,8956.491898
2606.772773,612.876398,-444.123565,9104.533087
2606.773102,536.266849,-148.041188,9252.574275
2606.773431,229.828649,-74.020594,9252.574275
2606.773759,229.828649,-74.020594,9178.553681
2606.774088,383.047749,-370.102971,9252.574275
2606.774417,919.314598,-222.061783,9178.553681
2606.774746,306.438199,-814.226536,9400.615463
2606.775075,229.828649,-222.061783,9104.533087
2606.775404,153.219100,-0.000000,9030.512492
2606.775733,153.219100,-74.020594,8956.491898
2606.776062,383.047749,-0.000000,9030.512492
2606.776391,306.438199,-74.020594,9104.533087
2606.776720,383.047749,-296.082377,8956.491898
2606.777049,689.485948,-518.144159,9104.533087
2606.777378,459.657299,-296.082377,8956.491898
2606.777707,153.219100,-148.041188,8956.491898
2606.778036,229.828649,-0.000000,8956.491898
2606.778364,306.438199,-74.020594,8956.491898
2606.778693,76.609550,370.102971,9326.594869
2606.779022,306.438199,-74.020594,9030.512492
2606.779351,536.266849,-148.041188,9178.553681
2606.779680,842.705048,-444.123565,8956.491898
2606.780009,459.657299,-0.000000,8956.491898
2606.780338,306.438199,-74.020594,9030.512492
2606.780667,306.438199,-74.020594,9104.533087
2606.780996,459.657299,-296.082377,9030.512492
2606.781325,383.047749,-814.226536,8882.471304
2606.781654,536.266849,-592.164754,9252.574275
2606.781983,153.219100,-222.061783,9178.553681
2606.782312,306.438199,-74.020594,9104.533087
2606.782641,459.657299,-444.123565,9104.533087
2606.782970,76.609550,-370.102971,9178.553681
2606.783298,76.609550,-74.020594,9178.553681
2606.783627,306.438199,-148.041188,9326.594869
2606.783956,383.047749,-148.041188,9178.553681
2606.784285,383.047749,-370.102971,9252.574275
2606.784614,-306.438199,-148.041188,9400.615463
2606.784943,229.828649,-148.041188,9474.636058
2606.785272,306.438199,-296.082377,9104.533087
2606.785601,229.828649,-74.020594,8882.471304
2606.785930,459.657299,-0.000000,9178.553681
2606.786259,383.047749,-0.000000,8956.491898
2606.786588,612.876398,-814.226536,9548.656652
2606.786917,1225.752797,-1110.308913,9104.533087
2606.787246,1455.581446,-518.144159,9400.615463
2606.787575,1455.581446,-666.185348,9326.594869
2606.787903,2145.067394,-74.020594,8660.409521
2606.788232,2987.772442,222.061783,8734.430116
2606.788561,3524.039291,-74.020594,8882.471304
2606.788890,4213.525239,-0.000000,8660.409521
2606.789219,3370.820191,222.061783,8512.368333
2606.789548,2528.115143,814.226536,8586.388927
2606.789877,2604.724693,-74.020594,8956.491898
2606.790206,3294.210641,-296.082377,9030.512492
2606.790535,2068.457845,-666.185348,8808.450710
2606.790864,1685.410096,-1036.288319,9918.759623
2606.791193,2221.676944,-2516.700203,9474.636058
2606.791522,3064.381992,-592.164754,9474.636058
2606.791851,2221.676944,-1258.350101,9474.636058
2606.792180,3294.210641,-1406.391290,9474.636058
2606.792509,3294.210641,-0.000000,9400.615463
2606.792837,4979.620737,814.226536,8586.388927
2606.793166,4979.620737,888.247130,7476.080014
2606.793495,4366.744339,1258.350101,9400.615463
2606.793824,5592.497135,888.247130,8512.368333
2606.794153,4213.525239,888.247130,7624.121203
2606.794482,3753.867940,444.123565,9178.553681
2606.794811,3140.991542,-0.000000,8364.327145
2606.795140,2451.505594,222.061783,9474.636058
2606.795469,1072.533697,-1110.308913,9622.677246
2606.795798,1455.581446,-814.226536,9992.780217
2606.796127,1072.533697,-1480.411884,10214.842000
2606.796456,536.266849,-962.267725,9844.739029
2606.796785,1302.362347,-592.164754,9918.759623
2606.797114,2451.505594,-0.000000,9696.697840
2606.797442,2451.505594,-0.000000,8142.265362
2606.797771,4136.915689,1184.329507,9918.759623
2606.798100,4366.744339,1332.370696,8142.265362
2606.798429,4749.792088,1184.329507,8142.265362
2606.798758,4826.401637,962.267725,8734.430116
2606.799087,4213.525239,296.082377,7846.182985
2606.799416,3753.867940,-0.000000,8734.430116
2606.799745,3064.381992,-1110.308913,9548.656652
2606.800074,2528.115143,-962.267725,9992.780217
2606.800403,2298.286494,-1998.556043,10288.862594
2606.800732,2221.676944,-1850.514855,10066.800811
2606.801061,1762.019645,-1628.453072,10140.821405
2606.801390,2451.505594,-444.123565,9696.697840
