#time,accel_x,accel_y,accel_z
2508.150078,306.438199,-222.061783,8808.450710
2508.150407,536.266849,-148.041188,8734.430116
2508.150735,536.266849,-0.000000,8808.450710
2508.151064,536.266849,-148.041188,8882.471304
2508.151393,306.438199,-148.041188,9030.512492
2508.151722,-306.438199,-0.000000,9178.553681
2508.152051,229.828649,-370.102971,9178.553681
2508.152380,229.828649,-370.102971,9252.574275
2508.152708,229.828649,-296.082377,9178.553681
2508.153037,0.000000,-222.061783,9252.574275
2508.153366,229.828649,-74.020594,9326.594869
2508.153695,459.657299,-370.102971,8882.471304
2508.154024,612.876398,-222.061783,9326.594869
2508.154353,306.438199,-222.061783,9178.553681
2508.154682,383.047749,-0.000000,9178.553681
2508.155010,459.657299,-0.000000,9104.533087
2508.155339,383.047749,-296.082377,9178.553681
2508.155668,383.047749,-74.020594,9178.553681
2508.155997,536.266849,-444.123565,9400.615463
2508.156326,0.000000,-296.082377,9474.636058
2508.156655,0.000000,-740.205942,9252.574275
2508.156983,306.438199,-370.102971,9178.553681
2508.157312,383.047749,-0.000000,9178.553681
2508.157641,536.266849,-0.000000,9104.533087
2508.157970,306.438199,-0.000000,9104.533087
2508.158299,383.047749,-0.000000,9030.512492
2508.158628,536.266849,-370.102971,8882.471304
2508.158957,536.266849,-0.000000,8808.450710
2508.159285,229.828649,-74.020594,9104.533087
2508.159614,153.219100,-222.061783,8882.471304
2508.159943,306.438199,-74.020594,9030.512492
2508.160272,459.657299,-148.041188,8882.471304
2508.160601,76.609550,-222.061783,8734.430116
2508.160930,229.828649,-296.082377,9326.594869
2508.161258,689.485948,-222.061783,8956.491898
2508.161587,0.000000,-0.000000,8956.491898
2508.161916,459.657299,-0.000000,9030.512492
2508.162245,383.047749,-222.061783,8882.471304
2508.162574,383.047749,-148.041188,9030.512492
2508.162903,689.485948,-296.082377,9030.512492
2508.163232,229.828649,-74.020594,9178.553681
2508.163560,229.828649,-370.102971,9178.553681
2508.163889,306.438199,-592.164754,9030.512492
2508.164218,536.266849,-296.082377,9030.512492
2508.164547,229.828649,-74.020594,9030.512492
2508.164876,383.047749,-370.102971,9178.553681
2508.165205,536.266849,-0.000000,9104.533087
2508.165533,383.047749,-0.000000,9178.553681
2508.165862,536.266849,-74.020594,9252.574275
2508.166191,229.828649,-370.102971,8882.471304
2508.166520,919.314598,-370.102971,9400.615463
2508.166849,383.047749,-370.102971,9178.553681
2508.167178,229.828649,-74.020594,9030.512492
2508.167507,153.219100,-74.020594,9178.553681
2508.167835,383.047749,-74.020594,9178.553681
2508.168164,0.000000,-0.000000,8956.491898
2508.168493,153.219100,-370.102971,9178.553681
2508.168822,459.657299,-148.041188,9400.615463
2508.169151,383.047749,-0.000000,8956.491898
2508.169480,383.047749,-0.000000,9030.512492
2508.169808,459.657299,-0.000000,8734.430116
2508.170137,689.485948,-74.020594,8808.450710
2508.170466,536.266849,-222.061783,8290.306550
2508.170795,306.438199,-74.020594,8956.491898
2508.171124,536.266849,-74.020594,9030.512492
2508.171453,229.828649,-148.041188,8956.491898
2508.171782,229.828649,-0.000000,8956.491898
2508.172110,153.219100,-148.041188,8586.388927
2508.172439,0.000000,-0.000000,9030.512492
2508.172768,0.000000,-74.020594,8956.491898
2508.173097,459.657299,-222.061783,8956.491898
2508.173426,459.657299,-370.102971,8734.430116
2508.173755,612.876398,-74.020594,9104.533087
2508.174084,383.047749,-0.000000,9178.553681
2508.174412,306.438199,-74.020594,9030.512492
2508.174741,229.828649,-74.020594,9252.574275
2508.175070,536.266849,-518.144159,9400.615463
2508.175399,536.266849,-592.164754,9252.574275
2508.175728,1149.143247,-1406.391290,9992.780217
2508.176057,919.314598,-1110.308913,9548.656652
2508.176385,1378.971896,-814.226536,9696.697840
2508.176714,1915.238745,-592.164754,9400.615463
2508.177043,2221.676944,-74.020594,9030.512492
2508.177372,3217.601092,518.144159,9178.553681
2508.177701,4060.306139,-592.164754,9104.533087
2508.178030,4213.525239,-148.041188,8512.368333
2508.178359,3217.601092,666.185348,8586.388927
2508.178687,3294.210641,962.267725,8216.285956
2508.179016,2681.334243,-0.000000,9104.533087
2508.179345,3140.991542,-148.041188,9400.615463
2508.179674,1991.848295,-518.144159,9030.512492
2508.180003,1685.410096,-1480.411884,9918.759623
2508.180332,2681.334243,-2886.803174,9548.656652
2508.180660,2451.505594,-740.205942,9030.512492
2508.180989,2145.067394,-740.205942,9696.697840
2508.181318,3140.991542,-1110.308913,9400.615463
2508.181647,3370.820191,222.061783,9326.594869
2508.181976,5056.230287,888.247130,8512.368333
2508.182305,5745.716235,740.205942,6809.894666
2508.182634,4673.182538,1480.411884,9326.594869
2508.182962,5362.668486,1258.350101,7846.182985
2508.183291,4136.915689,1110.308913,7402.059420
2508.183620,3907.087040,370.102971,8956.491898
2508.183949,2757.943793,-0.000000,8438.347739
2508.184278,2145.067394,-370.102971,9696.697840
2508.184607,1378.971896,-1850.514855,9696.697840
2508.184935,1991.848295,-1480.411884,10140.821405
2508.185264,612.876398,-1628.453072,9770.718434
2508.185593,1072.533697,-962.267725,9622.677246
2508.185922,1149.143247,-814.226536,10140.821405
2508.186251,2987.772442,-74.020594,9622.677246
2508.186580,2911.162892,-0.000000,7920.203579
2508.186909,4366.744339,1258.350101,9770.718434
2508.187237,4903.011187,1036.288319,8142.265362
2508.187566,4749.792088,1184.329507,8068.244768
2508.187895,4673.182538,1184.329507,8956.491898
2508.188224,4060.306139,370.102971,8438.347739
2508.188553,3524.039291,-74.020594,8956.491898
2508.188882,2681.334243,-1702.473667,9696.697840
2508.189210,1762.019645,-1406.391290,10214.842000
2508.189539,1762.019645,-2072.576638,10510.924376
2508.189868,1532.190996,-1998.556043,10288.862594
2508.190197,1762.019645,-1628.453072,9918.759623
2508.190526,2451.505594,-444.123565,10066.800811
2508.190855,3217.601092,296.082377,8808.450710
2508.191184,3907.087040,888.247130,8512.368333
2508.191512,4519.963438,2072.576638,8216.285956
2508.191841,5132.839837,3034.844362,7698.141797
2508.192170,4519.963438,3034.844362,7254.018232
2508.192499,4519.963438,2590.720797,7994.224174
2508.192828,3983.696590,1850.514855,7772.162391
2508.193157,2987.772442,222.061783,8216.285956
2508.193486,2374.896044,-1184.329507,9474.636058
2508.193814,2068.457845,-2590.720797,10066.800811
2508.194143,1455.581446,-3108.864956,10362.883188
2508.194472,1302.362347,-2664.741391,10807.006753
2508.194801,2068.457845,-2220.617826,10362.883188
2508.195130,2298.286494,-814.226536,9992.780217
2508.195459,3524.039291,518.144159,9326.594869
2508.195787,4290.134789,1258.350101,8586.388927
2508.196116,4443.353888,3034.844362,7698.141797
2508.196445,4290.134789,3478.967927,7105.977043
2508.196774,2374.896044,3552.988522,7402.059420
2508.197103,1455.581446,2220.617826,7550.100608
2508.197432,0.000000,370.102971,8586.388927
2508.197761,-1762.019645,-1776.494261,9400.615463
2508.198089,-1915.238745,-3997.112087,11177.109724
2508.198418,-2604.724693,-3627.009116,9474.636058
2508.198747,-2834.553343,-3478.967927,10510.924376
2508.199076,-3140.991542,-3182.885551,10732.986159
2508.199405,-2145.067394,-2368.659014,11473.192101
2508.199734,-1991.848295,-1702.473667,11843.295072
2508.200062,-536.266849,-222.061783,9992.780217
2508.200391,1302.362347,1184.329507,9400.615463
2508.200720,76.609550,2516.700203,8512.368333
2508.201049,-76.609550,962.267725,11399.171507
2508.201378,1149.143247,592.164754,10362.883188
2508.201707,4596.572988,1332.370696,7105.977043
2508.202036,5515.887586,1628.453072,5625.565159
2508.202364,4979.620737,1480.411884,5181.441594
2508.202693,4903.011187,1998.556043,6809.894666
2508.203022,3524.039291,-148.041188,7328.038826
2508.203351,2528.115143,-962.267725,7772.162391
2508.203680,842.705048,-1258.350101,8956.491898
2508.204009,-995.924147,-2072.576638,9474.636058
2508.204337,-2298.286494,-2664.741391,11103.089130
2508.204666,-1838.629195,-2516.700203,10436.903782
2508.204995,-1149.143247,-1702.473667,10214.842000
2508.205324,-1149.143247,-1702.473667,10881.027347
2508.205653,-1685.410096,222.061783,9918.759623
2508.205982,-1685.410096,666.185348,10584.944971
2508.206311,-1532.190996,148.041188,9622.677246
2508.206639,-766.095498,888.247130,8956.491898
2508.206968,-689.485948,814.226536,9178.553681
2508.207297,-1225.752797,370.102971,8734.430116
2508.207626,-229.828649,296.082377,9252.574275
2508.207955,76.609550,-518.144159,8586.388927
2508.208284,383.047749,-1776.494261,8734.430116
2508.208612,2068.457845,-2146.597232,8660.409521
2508.208941,2757.943793,-740.205942,7994.224174
2508.209270,3064.381992,-148.041188,7994.224174
2508.209599,3370.820191,444.123565,8586.388927
2508.209928,3600.648841,1702.473667,8882.471304
2508.210257,3753.867940,1998.556043,8364.327145
2508.210586,2604.724693,2146.597232,8216.285956
2508.210914,1378.971896,2220.617826,8586.388927
2508.211243,-229.828649,740.205942,9400.615463
2508.211572,-1378.971896,-666.185348,10510.924376
2508.211901,-2068.457845,-1406.391290,11621.233289
2508.212230,-1608.800546,-1850.514855,9992.780217
2508.212559,-842.705048,-2220.617826,9770.718434
2508.212887,-1915.238745,-1998.556043,8734.430116
2508.213216,-1685.410096,-1184.329507,9992.780217
2508.213545,-1685.410096,-1110.308913,10807.006753
2508.213874,-995.924147,148.041188,9400.615463
2508.214203,306.438199,962.267725,9622.677246
2508.214532,689.485948,1036.288319,8216.285956
2508.214861,0.000000,1776.494261,8364.327145
2508.215189,0.000000,-370.102971,11177.109724
2508.215518,459.657299,-740.205942,9992.780217
2508.215847,3064.381992,-74.020594,9030.512492
2508.216176,3677.258390,1332.370696,5847.626942
2508.216505,3907.087040,1036.288319,6735.874072
2508.216834,2987.772442,1406.391290,6291.750507
2508.217163,3294.210641,962.267725,7920.203579
2508.217491,1838.629195,296.082377,7105.977043
2508.217820,612.876398,370.102971,7476.080014
2508.218149,-229.828649,-2072.576638,9474.636058
2508.218478,-2451.505594,-2294.638420,9622.677246
2508.218807,-1762.019645,-2886.803174,9992.780217
2508.219136,-1378.971896,-2368.659014,9844.739029
2508.219464,-1149.143247,-1924.535449,10658.965565
2508.219793,-1378.971896,-592.164754,10584.944971
2508.220122,-1685.410096,518.144159,10362.883188
2508.220451,-1915.238745,-74.020594,10140.821405
2508.220780,-306.438199,-0.000000,9474.636058
2508.221109,-766.095498,2072.576638,9252.574275
2508.221438,-229.828649,888.247130,8216.285956
2508.221766,229.828649,444.123565,9326.594869
2508.222095,153.219100,-740.205942,9400.615463
2508.222424,0.000000,-1554.432478,8882.471304
2508.222753,-689.485948,-2146.597232,9030.512492
2508.223082,153.219100,-2072.576638,9474.636058
2508.223411,2145.067394,-1110.308913,8586.388927
2508.223739,2528.115143,888.247130,7624.121203
2508.224068,3294.210641,2072.576638,7624.121203
2508.224397,3677.258390,2072.576638,7550.100608
2508.224726,2987.772442,3182.885551,7772.162391
2508.225055,1991.848295,2368.659014,7550.100608
2508.225384,919.314598,814.226536,8290.306550
2508.225713,-842.705048,-222.061783,10436.903782
2508.226042,-1762.019645,-1850.514855,11547.212695
2508.226370,-1608.800546,-1850.514855,11029.068536
2508.226699,-1378.971896,-1258.350101,8882.471304
2508.227028,-1378.971896,-1332.370696,9622.677246
2508.227357,-2145.067394,-666.185348,9918.759623
2508.227686,-2145.067394,-0.000000,10881.027347
2508.228015,-1838.629195,-0.000000,9548.656652
2508.228344,-306.438199,-0.000000,9474.636058
2508.228673,229.828649,222.061783,9474.636058
2508.229001,383.047749,592.164754,7994.224174
2508.229330,0.000000,-888.247130,9770.718434
2508.229659,-229.828649,-1998.556043,10955.047942
2508.229988,1149.143247,-1776.494261,10140.821405
2508.230317,2757.943793,-814.226536,8512.368333
2508.230646,4213.525239,962.267725,6217.729913
2508.230975,4519.963438,1184.329507,7105.977043
2508.231304,3524.039291,2368.659014,6513.812290
2508.231632,2987.772442,2812.782580,7105.977043
2508.231961,2221.676944,1184.329507,7624.121203
2508.232290,842.705048,370.102971,7772.162391
2508.232619,-1378.971896,-1406.391290,9992.780217
2508.232948,-2221.676944,-2442.679609,11177.109724
2508.233277,-2451.505594,-2738.761985,10214.842000
2508.233606,-919.314598,-1184.329507,10584.944971
2508.233935,-1378.971896,-0.000000,9696.697840
2508.234263,-2068.457845,814.226536,10362.883188
