#time,accel_x,accel_y,accel_z
1526.986658,459.657299,-222.061783,8956.491898
1526.986987,306.438199,296.082377,8956.491898
1526.987316,459.657299,-0.000000,9104.533087
1526.987645,0.000000,-0.000000,9178.553681
1526.987974,229.828649,-0.000000,8956.491898
1526.988302,76.609550,-0.000000,9030.512492
1526.988631,229.828649,-74.020594,8808.450710
1526.988960,306.438199,-370.102971,8956.491898
1526.989289,306.438199,-370.102971,9104.533087
1526.989618,306.438199,-296.082377,8956.491898
1526.989946,306.438199,-222.061783,8882.471304
1526.990275,229.828649,-222.061783,9104.533087
1526.990604,383.047749,-444.123565,9030.512492
1526.990933,383.047749,-148.041188,8808.450710
1526.991262,306.438199,-74.020594,9178.553681
1526.991591,459.657299,-0.000000,8882.471304
1526.991919,153.219100,-74.020594,9178.553681
1526.992248,229.828649,-0.000000,8956.491898
1526.992577,0.000000,-370.102971,9474.636058
1526.992906,306.438199,-370.102971,9474.636058
1526.993235,306.438199,-296.082377,9178.553681
1526.993563,306.438199,-222.061783,9252.574275
1526.993892,306.438199,-222.061783,8882.471304
1526.994221,459.657299,-74.020594,9178.553681
1526.994550,689.485948,-0.000000,8956.491898
1526.994879,76.609550,-222.061783,9326.594869
1526.995208,229.828649,-370.102971,9474.636058
1526.995536,459.657299,-370.102971,9178.553681
1526.995865,229.828649,-148.041188,9104.533087
1526.996194,383.047749,-296.082377,9400.615463
1526.996523,459.657299,-222.061783,9252.574275
1526.996852,0.000000,-444.123565,9326.594869
1526.997180,536.266849,-518.144159,8216.285956
1526.997509,1072.533697,-222.061783,8660.409521
1526.997838,612.876398,-0.000000,8734.430116
1526.998167,459.657299,-0.000000,8956.491898
1526.998496,306.438199,-0.000000,8808.450710
1526.998824,383.047749,-74.020594,8882.471304
1526.999153,383.047749,-296.082377,8956.491898
1526.999482,459.657299,-370.102971,8734.430116
1526.999811,383.047749,-148.041188,8808.450710
1527.000140,229.828649,-296.082377,8956.491898
1527.000469,306.438199,-0.000000,8882.471304
1527.000797,0.000000,-0.000000,8956.491898
1527.001126,229.828649,-74.020594,9104.533087
1527.001455,383.047749,-444.123565,8882.471304
1527.001784,536.266849,-222.061783,8660.409521
1527.002113,842.705048,-370.102971,9252.574275
1527.002441,459.657299,-74.020594,8956.491898
1527.002770,306.438199,-74.020594,9104.533087
1527.003099,459.657299,-148.041188,9104.533087
1527.003428,459.657299,-370.102971,9030.512492
1527.003757,0.000000,-370.102971,9252.574275
1527.004085,229.828649,-222.061783,9326.594869
1527.004414,689.485948,-222.061783,8882.471304
1527.004743,459.657299,-518.144159,9252.574275
1527.005072,306.438199,-148.041188,9178.553681
1527.005401,306.438199,-222.061783,9104.533087
1527.005730,229.828649,-148.041188,9326.594869
1527.006058,536.266849,-222.061783,9474.636058
1527.006387,612.876398,-0.000000,9400.615463
1527.006716,766.095498,-370.102971,9326.594869
1527.007045,229.828649,-370.102971,8734.430116
1527.007374,536.266849,-0.000000,9030.512492
1527.007702,306.438199,-74.020594,9104.533087
1527.008031,383.047749,-74.020594,9030.512492
1527.008360,383.047749,-370.102971,9178.553681
1527.008689,459.657299,-74.020594,9252.574275
1527.009018,459.657299,-296.082377,8660.409521
1527.009346,229.828649,-222.061783,9030.512492
1527.009675,229.828649,-0.000000,9178.553681
1527.010004,229.828649,-0.000000,8956.491898
1527.010333,76.609550,-74.020594,8734.430116
1527.010662,229.828649,-222.061783,9178.553681
1527.010991,612.876398,-222.061783,9178.553681
1527.011319,536.266849,-222.061783,8512.368333
1527.011648,229.828649,-0.000000,8882.471304
1527.011977,306.438199,-0.000000,8882.471304
1527.012306,459.657299,-0.000000,8808.450710
1527.012635,306.438199,-0.000000,9030.512492
1527.012963,0.000000,-148.041188,9030.512492
1527.013292,919.314598,148.041188,9104.533087
1527.013621,689.485948,-592.164754,8956.491898
1527.013950,306.438199,-148.041188,9400.615463
1527.014279,459.657299,-148.041188,8956.491898
1527.014607,383.047749,-0.000000,8956.491898
1527.014936,306.438199,-148.041188,9178.553681
1527.015265,229.828649,-74.020594,9326.594869
1527.015594,459.657299,-296.082377,9104.533087
1527.015923,842.705048,-296.082377,9104.533087
1527.016252,0.000000,-296.082377,9400.615463
1527.016580,383.047749,-74.020594,9178.553681
1527.016909,229.828649,-74.020594,9400.615463
1527.017238,459.657299,-148.041188,9326.594869
1527.017567,229.828649,-222.061783,9326.594869
1527.017896,383.047749,-444.123565,9178.553681
1527.018224,383.047749,-740.205942,9400.615463
1527.018553,383.047749,-222.061783,9178.553681
1527.018882,536.266849,-0.000000,9178.553681
1527.019211,383.047749,-74.020594,8882.471304
1527.019540,306.438199,-74.020594,9030.512492
1527.019868,0.000000,-148.041188,9252.574275
1527.020197,383.047749,-0.000000,9178.553681
1527.020526,383.047749,-0.000000,8586.388927
1527.020855,612.876398,-0.000000,9104.533087
1527.021184,306.438199,-74.020594,8882.471304
1527.021513,229.828649,-148.041188,9030.512492
1527.021841,229.828649,-222.061783,8956.491898
1527.022170,689.485948,-296.082377,8882.471304
1527.022499,689.485948,-74.020594,8882.471304
1527.022828,306.438199,444.123565,8956.491898
1527.023157,459.657299,-0.000000,8882.471304
1527.023485,153.219100,-0.000000,8956.491898
1527.023814,306.438199,-0.000000,8882.471304
1527.024143,306.438199,-74.020594,8882.471304
1527.024472,0.000000,-296.082377,9030.512492
1527.024801,153.219100,-518.144159,8956.491898
1527.025129,76.609550,-444.123565,9030.512492
1527.025458,306.438199,222.061783,9252.574275
1527.025787,383.047749,-148.041188,9030.512492
1527.026116,459.657299,-74.020594,9104.533087
1527.026445,306.438199,-0.000000,9178.553681
1527.026774,306.438199,-296.082377,9400.615463
1527.027102,383.047749,-518.144159,9104.533087
1527.027431,76.609550,-222.061783,9400.615463
1527.027760,76.609550,-296.082377,9326.594869
1527.028089,229.828649,-222.061783,9178.553681
1527.028418,383.047749,-296.082377,9326.594869
1527.028746,76.609550,-0.000000,9178.553681
1527.029075,306.438199,-222.061783,9104.533087
1527.029404,153.219100,-222.061783,9400.615463
1527.029733,536.266849,-0.000000,9030.512492
1527.030062,-383.047749,370.102971,9252.574275
1527.030391,229.828649,-0.000000,9104.533087
1527.030719,306.438199,-222.061783,9178.553681
1527.031048,229.828649,-0.000000,9178.553681
1527.031377,229.828649,-148.041188,8956.491898
1527.031706,76.609550,-148.041188,9104.533087
1527.032035,229.828649,-444.123565,9326.594869
1527.032363,306.438199,-74.020594,9178.553681
1527.032692,383.047749,-222.061783,8808.450710
1527.033021,459.657299,-222.061783,8882.471304
1527.033350,306.438199,-0.000000,9030.512492
1527.033679,229.828649,-74.020594,8586.388927
1527.034007,306.438199,-74.020594,8808.450710
1527.034336,229.828649,-592.164754,8808.450710
1527.034665,229.828649,-222.061783,9104.533087
1527.034994,919.314598,-666.185348,9030.512492
1527.035323,76.609550,-296.082377,8956.491898
1527.035652,306.438199,-296.082377,9104.533087
1527.035980,383.047749,-222.061783,8956.491898
1527.036309,229.828649,-74.020594,9178.553681
1527.036638,842.705048,-370.102971,9326.594869
1527.036967,76.609550,296.082377,9030.512492
1527.037296,153.219100,-74.020594,9326.594869
1527.037624,383.047749,-592.164754,9326.594869
1527.037953,229.828649,-74.020594,9104.533087
1527.038282,153.219100,-74.020594,9178.553681
1527.038611,153.219100,-74.020594,9178.553681
1527.038940,459.657299,-148.041188,9400.615463
1527.039269,306.438199,-518.144159,9326.594869
1527.039598,459.657299,-370.102971,9252.574275
1527.039926,383.047749,-518.144159,8734.430116
1527.040255,306.438199,-222.061783,9030.512492
1527.040584,76.609550,-0.000000,9178.553681
1527.040913,229.828649,-0.000000,9030.512492
1527.041242,536.266849,-74.020594,8956.491898
1527.041571,229.828649,-296.082377,8808.450710
1527.041900,383.047749,-148.041188,9030.512492
1527.042228,919.314598,-370.102971,9178.553681
1527.042557,383.047749,-0.000000,9030.512492
1527.042886,459.657299,-0.000000,9030.512492
1527.043215,153.219100,-0.000000,8882.471304
1527.043544,153.219100,-148.041188,8882.471304
1527.043873,459.657299,-148.041188,8956.491898
1527.044202,383.047749,-148.041188,9030.512492
1527.044530,229.828649,-0.000000,9104.533087
1527.044859,76.609550,-74.020594,8956.491898
1527.045188,229.828649,-0.000000,8882.471304
1527.045517,229.828649,-0.000000,9030.512492
1527.045846,0.000000,-0.000000,8882.471304
1527.046175,229.828649,-74.020594,9178.553681
1527.046504,0.000000,-222.061783,9030.512492
1527.046832,612.876398,-148.041188,9104.533087
1527.047161,459.657299,-222.061783,9030.512492
1527.047490,306.438199,-0.000000,9178.553681
1527.047819,459.657299,-74.020594,9104.533087
1527.048148,536.266849,-74.020594,9326.594869
1527.048477,383.047749,-296.082377,9104.533087
1527.048806,306.438199,-148.041188,9474.636058
1527.049134,229.828649,-222.061783,9326.594869
1527.049463,229.828649,-518.144159,9474.636058
1527.049792,153.219100,-296.082377,9104.533087
1527.050121,459.657299,-222.061783,9400.615463
